zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0010,00003,UNH,M,M,1,1,0,Nachrichten-Kopfsegment
0020,00004,BGM,M,M,1,1,0,Beginn der Nachricht
0030,00005,DTM,M,M,9,1,1,Nachrichtendatum
0030,00006,DTM,M,D,9,1,1,"Gültigkeit, Beginndatum"
0070,,SG1,C,D,9,1,1,Referenz auf eine vorangegangene Anfrage
0080,00007,RFF,M,M,1,1,1,Referenz auf eine vorangegangene Anfrage
0100,,SG2,C,R,99,1,1,MP-ID Absender
0110,00008,NAD,M,M,1,1,1,MP-ID Absender
0150,,SG3,C,D,9,1,2,Kontaktinformationen
0160,00009,CTA,M,M,1,1,2,Ansprechpartner
0170,00010,COM,C,R,9,5,3,Kommunikationsverbindung
0100,,SG2,C,R,99,1,1,MP-ID Empfänger
0110,00011,NAD,M,M,1,1,1,MP-ID Empfänger
0180,,SG4,C,R,99999,99999,1,Vorgangs-Identifikation
0190,00012,IDE,M,M,1,1,1,Vorgang
0230,00013,DTM,C,D,99,1,2,Datum zum geplanten Leistungsbeginn
0230,00014,DTM,C,D,99,1,2,Datum und Uhrzeit der Übergabe
0230,00015,DTM,C,D,99,1,2,Beginn zum
0230,00016,DTM,C,D,99,1,2,Ende zum
0230,00017,DTM,C,D,99,1,2,Datum des bereits bestätigten Vertragsendes
0230,00018,DTM,C,D,99,1,2,"Änderung zum, Gültigkeit, Beginndatum"
0230,00019,DTM,C,D,99,1,2,Ende zum (nächstmöglichem Termin)
0230,00020,DTM,C,D,99,1,2,Bilanzierungsbeginn
0230,00021,DTM,C,D,99,1,2,Bilanzierungsende
0230,00022,DTM,C,D,99,1,2,Kündigungsfrist des Vertrags
0230,00023,DTM,C,D,99,1,2,Kündigungstermin des Vertrags
0230,00024,DTM,C,D,99,1,2,Lieferbeginndatum in Bearbeitung
0230,00025,DTM,C,D,99,1,2,Datum für nächste Bearbeitung
0250,00026,STS,C,D,9,1,2,Transaktionsgrund
0250,00027,STS,C,D,9,1,2,"Transaktionsgrundergänzung für Lieferende bei
befristeter Anmeldung"
0250,00028,STS,C,D,9,9,2,Status der Antwort
0250,00029,STS,C,D,9,3,2,Status der Antwort des dritten Marktbeteiligten
0250,00030,STS,C,D,9,1,2,Bilanzkreiszuordnung zur Marktlokation
0280,00031,FTX,C,D,9,1,2,Bemerkung (Feld für allgemeine Hinweise)
0280,00032,FTX,C,D,9,1,2,Beschreibung der Abweichung zur übermittelten Liste
0280,00033,FTX,C,D,9,1,2,Information zum Zählerstand
0290,00034,AGR,C,D,9,2,2,Beauftragung oder Beendigung liegt vor
0320,,SG5,C,D,999999,999999,2,Meldepunkt
0330,00035,LOC,M,M,1,1,2,Meldepunkt
0320,,SG5,C,D,999999,999999,2,zukünftiger Meldepunkt
0330,00036,LOC,M,M,1,1,2,zukünftiger Meldepunkt
0350,,SG6,C,D,99,1,2,Prüfidentifikator
0360,00037,RFF,M,M,1,1,2,Prüfidentifikator
0350,,SG6,C,D,99,1,2,Referenz Vorgangsnummer (aus Anfragenachricht)
0360,00038,RFF,M,M,1,1,2,Referenz Vorgangsnummer (aus Anfragenachricht)
0350,,SG6,C,D,99,1,2,Referenz auf zu stornierende Vorgangsnummer
0360,00039,RFF,M,M,1,1,2,Referenz auf zu stornierende Vorgangsnummer
0350,,SG6,C,D,99,1,2,Referenz auf eine vorangegangene Anfrage
0360,00040,RFF,M,M,1,1,2,Referenz auf eine vorangegangene Anfrage
0350,,SG6,C,D,99,1,2,Termine der Marktlokation
0360,00041,RFF,M,M,1,1,2,"Referenz auf die ID der Marktlokation für Termine der
Marktlokation"
0370,00042,DTM,C,D,9,1,3,"Start des Abrechnungsjahrs bei Marktlokationen mit
Jahresleistungspreis"
0370,00043,DTM,C,D,9,1,3,Abrechnungsintervall des LF
0370,00044,DTM,C,D,9,1,3,Termin der Netznutzungsabrechnung
0370,00045,DTM,C,D,9,1,3,Nächste Netznutzungsabrechnung
0370,00046,DTM,C,D,9,1,3,Netznutzungsabrechnungsintervall des NB
0350,,SG6,C,D,99,99,2,Termine der Messlokation
0360,00047,RFF,M,M,1,1,2,"Referenz auf die ID der Messlokation für Termine der
Messlokation"
0370,00048,DTM,C,D,9,1,3,Turnusablesung des NB
0410,,SG8,C,D,99999,1,2,Daten der Marktlokation
0420,00049,SEQ,M,M,1,1,2,Daten der Marktlokation
0450,,SG9,C,D,99,1,3,Veranschlagte Jahresmenge gesamt
0460,00050,QTY,M,M,1,1,3,Veranschlagte Jahresmenge gesamt
0450,,SG9,C,D,99,1,3,TUM Kundenwert
0460,00051,QTY,M,M,1,1,3,TUM Kundenwert
0450,,SG9,C,D,99,1,3,Vorjahresverbrauch vom Lieferant
0460,00052,QTY,M,M,1,1,3,Vorjahresverbrauch vom Lieferant
0500,,SG10,C,D,99,5,3,Bilanzkreis
0510,00053,CCI,M,M,1,1,3,Bilanzkreis
0520,00054,CAV,C,D,99,1,4,Angabe der Priorisierung für GeLi Gas
0500,,SG10,C,D,99,2,3,Marktgebiet
0510,00055,CCI,M,M,1,1,3,Marktgebiet
0500,,SG10,C,D,99,1,3,Druckebene der Marktlokation
0510,00056,CCI,M,M,1,1,3,Druckebene der Marktlokation
0520,00057,CAV,C,R,99,1,4,Druckebene der Marktlokation
0500,,SG10,C,D,99,1,3,Prognosegrundlage der Marktlokation
0510,00058,CCI,M,M,1,1,3,Prognosegrundlage der Marktlokation
0500,,SG10,C,D,99,1,3,"Bereits ausgetauschte Prognosegrundlage der
Marktlokation"
0510,00059,CCI,M,M,1,1,3,"Bereits ausgetauschte Prognosegrundlage der
Marktlokation"
0500,,SG10,C,D,99,1,3,Gruppenzuordnung (nach EnWG) 
0510,00060,CCI,M,M,1,1,3,Gruppenzuordnung (nach EnWG) 
0500,,SG10,C,D,99,1,3,Fallgruppenzuordnung
0510,00061,CCI,M,M,1,1,3,Fallgruppenzuordnung
0500,,SG10,C,D,99,1,3,Netznutzung
0510,00062,CCI,M,M,1,1,3,Netznutzung
0520,00063,CAV,C,R,99,1,4,Netznutzungsvertrag
0520,00064,CAV,C,D,99,1,4,Zahlung der Netznutzung
0520,00065,CAV,C,D,99,1,4,Netznutzungsabrechnungsvariante
0500,,SG10,C,D,99,1,3,Betriebszustand der Marktlokation
0510,00066,CCI,M,M,1,1,3,Betriebszustand der Marktlokation
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Marktlokation
0420,00067,SEQ,M,M,1,1,2,OBIS-Daten der Marktlokation
0440,00068,PIA,C,R,9,1,3,OBIS-Kennzahl der Marktlokation
0500,,SG10,C,D,99,1,3,Wertegranularität
0510,00069,CCI,M,M,1,1,3,Wertegranularität
0520,00070,CAV,C,R,99,1,4,Wertegranularität
0410,,SG8,C,D,99999,99999,2,Konzessionsabgabedaten
0420,00071,SEQ,M,M,1,1,2,Konzessionsabgabedaten
0430,00072,RFF,C,D,9,1,3,Referenz auf die OBIS-Kennzahl der Marktlokation
0500,,SG10,C,D,99,1,3,Konzessionsabgabe
