zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0010,00003,UNH,M,M,1,1,0,Nachrichten-Kopfsegment
0020,00004,BGM,M,M,1,1,0,Beginn der Nachricht
0030,00005,DTM,M,M,9,1,1,Nachrichtendatum
0030,00006,DTM,M,D,9,1,1,"Gültigkeit, Beginndatum"
0070,,SG1,C,D,9,1,1,Referenz auf eine vorangegangene Anfrage
0080,00007,RFF,M,M,1,1,1,Referenz auf eine vorangegangene Anfrage
0100,,SG2,C,R,99,1,1,MP-ID Absender
0110,00008,NAD,M,M,1,1,1,MP-ID Absender
0150,,SG3,C,O,9,1,2,Kontaktinformationen
0160,00009,CTA,M,M,1,1,2,Ansprechpartner
0170,00010,COM,C,R,9,5,3,Kommunikationsverbindung
0100,,SG2,C,R,99,1,1,MP-ID Empfänger
0110,00011,NAD,M,M,1,1,1,MP-ID Empfänger
0180,,SG4,C,D,99999,1,1,Identifikation einer Liste
0190,00012,IDE,M,M,1,1,1,Identifikation einer Liste
0250,00013,STS,C,D,9,1,2,Status der Antwort
0320,,SG5,C,D,999999,1,2,MaBiS-Zählpunkt
0330,00014,LOC,M,M,1,1,2,MaBiS-Zählpunkt
0350,,SG6,C,R,99,1,2,Prüfidentifikator
0360,00015,RFF,M,M,1,1,2,Prüfidentifikator
0350,,SG6,C,D,99,1,2,Referenz auf eine Liste
0360,00016,RFF,M,M,1,1,2,Referenzangaben
0410,,SG8,C,D,99999,1,2,Daten der Summenzeitreihe
0420,00017,SEQ,M,M,1,1,2,Daten der Summenzeitreihe
0430,00018,RFF,C,D,9,1,3,Versionsangabe der Summenzeitreihe
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00019,CCI,M,R,1,1,3,Bilanzkreis
0180,,SG4,C,D,99999,99999,1,Vorgangs-Identifikation
0190,00020,IDE,M,M,1,1,1,Vorgang
0220,00021,IMD,C,D,9,1,2,Identifikationslogik
0230,00022,DTM,C,D,99,1,2,Datum zum geplanten Leistungsbeginn
0230,00023,DTM,C,D,99,1,2,Datum und Uhrzeit der Übergabe
0230,00024,DTM,C,D,99,1,2,Beginn zum
0230,00025,DTM,C,D,99,1,2,Ende zum
0230,00026,DTM,C,D,99,1,2,Datum des bereits bestätigten Vertragsendes
0230,00027,DTM,C,D,99,1,2,"Änderung zum, Gültigkeit, Beginndatum"
0230,00028,DTM,C,D,99,1,2,Ende zum (nächstmöglichem Termin)
0230,00029,DTM,C,D,99,1,2,Bilanzierungsbeginn
0230,00030,DTM,C,D,99,1,2,Bilanzierungsende
0230,00031,DTM,C,D,99,1,2,Kündigungsfrist des Vertrags
0230,00032,DTM,C,D,99,1,2,Kündigungstermin des Vertrags
0230,00033,DTM,C,D,99,1,2,Lieferbeginndatum in Bearbeitung
0230,00034,DTM,C,D,99,1,2,Datum für nächste Bearbeitung
0230,00035,DTM,C,D,99,1,2,Verwendung der Daten ab
0230,00036,DTM,C,D,99,1,2,Verwendung der Daten bis
0250,00037,STS,C,D,9,1,2,Transaktionsgrund
0250,00038,STS,C,D,9,1,2,"Transaktionsgrundergänzung für Lieferende bei
befristeter Anmeldung"
0250,00039,STS,C,D,9,9,2,Status der Antwort
0250,00040,STS,C,D,9,3,2,Status der Antwort des dritten Marktbeteiligten
0250,00041,STS,C,D,9,1,2,Bilanzkreiszuordnung zur Marktlokation bzw. Tranche
0270,00042,PTY,C,D,9,1,2,Vorgegebene Verarbeitungsreihenfolge des NB
0280,00043,FTX,C,D,9,1,2,Bemerkung (Feld für allgemeine Hinweise)
0280,00044,FTX,C,D,9,1,2,Profilbeschreibung
0280,00045,FTX,C,D,9,1,2,Zieladresse URI
0280,00046,FTX,C,D,9,1,2,Zertifikatsaussteller (Issuer)
0280,00047,FTX,C,D,9,1,2,Zertifikatsnutzer (Subject)
0280,00048,FTX,C,D,9,1,2,IP-Adresse für das CLS-Device
0290,00049,AGR,C,D,9,2,2,Beauftragung oder Beendigung liegt vor
0320,,SG5,C,D,999999,999999,2,Netzlokation
0330,00050,LOC,M,M,1,1,2,Netzlokation
0320,,SG5,C,D,999999,999999,2,Marktlokation
0330,00051,LOC,M,M,1,1,2,Marktlokation
0320,,SG5,C,D,999999,999999,2,Technische Ressource
0330,00052,LOC,M,M,1,1,2,Technische Ressource
0320,,SG5,C,D,999999,999999,2,Steuerbare Ressource
0330,00053,LOC,M,M,1,1,2,Steuerbare Ressource
0320,,SG5,C,D,999999,999999,2,Tranche
0330,00054,LOC,M,M,1,1,2,Tranche
0320,,SG5,C,D,999999,999999,2,Messlokation
0330,00055,LOC,M,M,1,1,2,Messlokation
0320,,SG5,C,D,999999,999999,2,MaBiS-Zählpunkt
0330,00056,LOC,M,M,1,1,2,MaBiS-Zählpunkt
0350,,SG6,C,D,99,1,2,Prüfidentifikator
0360,00057,RFF,M,M,1,1,2,Prüfidentifikator
0350,,SG6,C,D,99,1,2,Referenz Vorgangsnummer (aus Anfragenachricht)
0360,00058,RFF,M,M,1,1,2,Referenz Vorgangsnummer (aus Anfragenachricht)
0350,,SG6,C,D,99,1,2,Referenz auf zu stornierende Vorgangsnummer
0360,00059,RFF,M,M,1,1,2,Referenz auf zu stornierende Vorgangsnummer
0350,,SG6,C,D,99,1,2,Referenz auf eine vorangegangene Anfrage
0360,00060,RFF,M,M,1,1,2,Referenz auf eine vorangegangene Anfrage
0350,,SG6,C,D,99,1,2,"Referenznummer der Nachricht der betroffenen Antwort
auf Bestellung "
0360,00061,RFF,M,M,1,1,2,"Referenznummer der Nachricht der betroffenen Antwort
auf Bestellung "
0350,,SG6,C,D,99,99,2,"Referenznummer des Vorgangs der betroffenen Antwort
auf Bestellung"
0360,00062,RFF,M,M,1,1,2,"Referenznummer des Vorgangs der betroffenen Antwort
auf Bestellung"
0350,,SG6,C,D,99,1,2,"Prozessual ausgetauschte Termine aus Sicht der
beteiligten Marktrolle"
0360,00063,RFF,M,M,1,1,2,Referenz auf die Marktlokation / Tranche
0370,00064,DTM,C,D,9,1,3,Bilanzierungsbeginn aus Daten der beteiligten Marktrolle
0370,00065,DTM,C,D,9,1,3,Bilanzierungsende aus Daten der beteiligten Marktrolle
0350,,SG6,C,D,99,99,2,Termine der Marktlokation
0360,00066,RFF,M,M,1,1,2,"Referenz auf die ID der Marktlokation für Termine der
Marktlokation"
0370,00067,DTM,C,D,9,1,3,Turnusablesung des MSB
0370,00068,DTM,C,D,9,1,3,Termin der Netznutzungsabrechnung
0370,00069,DTM,C,D,9,1,3,Nächste Netznutzungsabrechnung
0370,00070,DTM,C,D,9,1,3,Netznutzungsabrechnungsintervall des NB
0410,,SG8,C,D,99999,99999,2,Referenz auf die Lokationsbündelstruktur
0420,00071,SEQ,M,M,1,1,2,Referenz auf die Lokationsbündelstruktur
0430,00072,RFF,C,R,9,1,3,Referenz auf die Lokationsbündelstruktur
0410,,SG8,C,D,99999,99999,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
0420,00073,SEQ,M,M,1,1,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
