zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0010,00001,UNH,M,M,1,1,0,Nachrichten-Kopfsegment
0020,00002,BGM,M,M,1,1,0,Beginn der Nachricht
0030,00003,DTM,M,M,35,1,1,Nachrichtendatum
0030,00004,DTM,M,D,35,1,1,Ausführungsdatum
0030,00005,DTM,M,D,35,1,1,verschobener Abmeldetermin
0030,00006,DTM,M,D,35,1,1,Betrachtungszeitintervall
0030,00007,DTM,M,D,35,1,1,Beginn zum (nächstmöglichen Termin)
0060,00008,IMD,C,D,999,1,1,Abonnement
0060,00009,IMD,C,D,999,1,1,Produkt-/Leistungsbeschreibung
0060,00010,IMD,C,D,999,1,1,Bestellung Zählzeiten
0060,00011,IMD,C,D,999,1,1,Lieferrichtung
0070,00012,FTX,C,D,99,1,1,Reklamation von normierten Profilen bzw. Profilscharen
0090,,SG1,C,D,9999,1,1,Referenz Nachrichtennummer
0100,00013,RFF,M,M,1,1,1,Referenz Nachrichtennummer
0090,,SG1,C,D,9999,1,1,Referenz Vorgangsnummer
0100,00014,RFF,M,M,1,1,1,Referenz Vorgangsnummer
0090,,SG1,C,D,9999,1,1,Referenz auf Redispatch-Maßnahme
0100,00015,RFF,M,M,1,1,1,ID der Redispatch-Maßnahme
0090,,SG1,C,R,9999,1,1,Prüfidentifikator
0100,00016,RFF,M,M,1,1,1,Prüfidentifikator
0120,,SG2,C,R,99,1,1,MP-ID Absender
0130,00017,NAD,M,M,1,1,1,MP-ID Absender
0220,,SG5,C,D,5,1,2,Kontaktinformationen
0230,00018,CTA,M,M,1,1,2,Ansprechpartner
0240,00019,COM,C,R,5,5,3,Kommunikationsverbindung
0120,,SG2,C,R,99,1,1,MP-ID Empfänger
0130,00020,NAD,M,M,1,1,1,MP-ID Empfänger
0140,00021,LOC,C,D,99,1,2,Bilanzierungsgebiet/Regelzone
0120,,SG2,C,D,99,1,1,"Marktlokation, Messlokation, Tranche bzw. Ressource"
0130,00022,NAD,M,M,1,1,1,Meldepunkt
0140,00023,LOC,C,D,99,1,2,Meldepunkt
0160,,SG3,C,D,99,99,2,Referenz auf ID der Marktlokation
0170,00024,RFF,M,M,1,1,2,Referenz auf ID der Marktlokation
0160,,SG3,C,D,99,1,2,Konfigurations-ID
0170,00025,RFF,M,M,1,1,2,Konfigurations-ID
0120,,SG2,C,D,99,1,1,Marktlokationsadresse
0130,00026,NAD,M,M,1,1,1,Marktlokationsadresse
0120,,SG2,C,D,99,1,1,Messlokationsadresse
0130,00027,NAD,M,M,1,1,1,Messlokationsadresse
0120,,SG2,C,D,99,1,1,Kunde des Lieferanten
0130,00028,NAD,M,M,1,1,1,Kunde des Lieferanten
0160,,SG3,C,D,99,1,2,Kundennummer beim Lieferanten
0170,00029,RFF,M,M,1,1,2,Kundennummer beim Lieferanten
0120,,SG2,C,D,99,1,1,Kunde des Messstellenbetreibers
0130,00030,NAD,M,M,1,1,1,Kunde des Messstellenbetreibers
0120,,SG2,C,D,99,1,1,Adresse für Treffpunkt
0130,00031,NAD,M,M,1,1,1,Adresse für Treffpunkt
0120,,SG2,C,D,99,1,1,MP-ID des Eigentümers der Liste der Zählzeitdefinitionen
0130,00032,NAD,M,M,1,1,1,MP-ID des Eigentümers der Liste der Zählzeitdefinitionen
0290,,SG7,C,D,5,1,1,Währungsangaben
0300,00033,CUX,M,M,1,1,1,Währungsangaben
1100,,SG29,C,D,200000,200000,1,Positionsteil
1110,00034,LIN,M,M,1,1,1,Positionsdaten
1120,00035,PIA,C,D,25,25,2,OBIS-Kennzahl
1130,00036,IMD,C,D,99,1,2,Grund der Anforderung
1150,00037,QTY,C,D,99,1,2,Menge
1180,00038,DTM,C,D,35,1,2,Zeitpunkt für Wertanfrage
1180,00039,DTM,C,D,35,1,2,Beginn Zeitraum für Wertanfrage
1180,00040,DTM,C,D,35,1,2,Ende Zeitraum für Wertanfrage
1190,00041,MOA,C,D,10,1,2,Positionsnettobetrag
1270,00042,FTX,C,D,99,1,2,Allgemeine Information (Feld für allgemeine Hinweise)
1270,00043,FTX,C,D,99,1,2,"Beschreibung der Reklamation von Werten und
Zählzeitdefinitionen"
1280,,SG30,C,D,999,1,2,Profilgruppe
1290,00044,CCI,M,M,1,1,2,Profilgruppe
1280,,SG30,C,D,999,1,2,Prognosegrundlage
1290,00045,CCI,M,M,1,1,2,Prognosegrundlage
1300,00046,CAV,C,R,10,1,3,Prognosegrundlage
1280,,SG30,C,D,999,1,2,Konzessionsabgabe
1290,00047,CCI,M,M,1,1,2,Konzessionsabgabe
1300,00048,CAV,C,R,10,1,3,Konzessionsabgabe
1280,,SG30,C,D,999,1,2,Zugeordnete Zählzeit
1290,00049,CCI,M,M,1,1,2,Zugeordnete Zählzeit
1280,,SG30,C,D,999,1,2,Wertegranularität
1290,00050,CCI,M,M,1,1,2,Wertegranularität
1300,00051,CAV,C,R,10,1,3,Wertegranularität
1280,,SG30,C,D,999,1,2,Geräteart
1290,00052,CCI,M,M,1,1,2,Geräteart
1390,,SG33,C,D,25,1,2,Preis
1400,00053,PRI,M,M,1,1,2,Preisangaben
1450,,SG34,C,D,9999,1,2,Versionsangabe der Summenzeitreihe
1460,00054,RFF,M,M,1,1,2,Versionsangabe der Summenzeitreihe
1450,,SG34,C,D,9999,3,2,Gerätenummer
1460,00055,RFF,M,M,1,1,2,Gerätenummer
1450,,SG34,C,D,9999,1,2,Positionsnummer aus dem Angebot
1460,00056,RFF,M,M,1,1,2,Positionsnummer aus dem Angebot
1630,,SG38,C,D,9999,1,2,MaBiS-ZP
1640,00057,LOC,M,M,1,1,2,Meldepunkt
1630,,SG38,C,D,9999,1,2,Bilanzkreis für Strom
1640,00058,LOC,M,M,1,1,2,Bilanzkreis für Strom
1100,,SG29,C,D,200000,200000,1,Erforderliches Messprodukt der Marktlokation
1110,00059,LIN,M,M,1,1,1,Erforderliches Messprodukt der Marktlokation
1120,00060,PIA,C,R,25,1,2,Erforderliches Messprodukt der Marktlokation
1280,,SG30,C,D,999,1,2,Zugeordnete Zählzeit
1290,00061,CCI,M,M,1,1,2,Zugeordnete Zählzeit
1280,,SG30,C,D,999,1,2,Messprodukt für Netzbetreiber relevant
1290,00062,CCI,M,M,1,1,2,Messprodukt für Netzbetreiber relevant
1300,00063,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Lieferant relevant
1290,00064,CCI,M,M,1,1,2,Messprodukt für Lieferant relevant
1300,00065,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1290,00066,CCI,M,M,1,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1300,00067,CAV,C,R,10,4,3,Verwendungszweck der Werte
1100,,SG29,C,D,200000,200000,1,Erforderliches Messprodukt der Tranche
1110,00068,LIN,M,M,1,1,1,Erforderliches Messprodukt der Tranche
1120,00069,PIA,C,R,25,1,2,Erforderliches Messprodukt der Tranche
1280,,SG30,C,D,999,1,2,Messprodukt für Netzbetreiber relevant
1290,00070,CCI,M,M,1,1,2,Messprodukt für Netzbetreiber relevant
1300,00071,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Lieferant relevant
