zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0010,00003,UNH,M,M,1,1,0,Nachrichtenanfang
0020,00004,BGM,M,M,1,1,0,Rechnungsnummer
0030,00005,DTM,M,M,35,1,1,Nachrichtendatum
0030,00006,DTM,M,R,35,1,1,Bearbeitungs-/Verarbeitungsdatum
0030,00007,DTM,M,D,35,1,1,Abrechnungszeitraum Beginn
0030,00008,DTM,M,D,35,1,1,Abrechnungszeitraum Ende
0030,00009,DTM,M,D,35,1,1,vorläufiger Abrechnungszeitraum Beginn
0030,00010,DTM,M,D,35,1,1,vorläufiger Abrechnungszeitraum Ende
0030,00011,DTM,M,D,35,1,1,Ausführungsdatum
0030,00012,DTM,M,D,35,1,1,Beginn Bilanzierung
0030,00013,DTM,M,D,35,1,1,Ende Netznutzung
0060,00014,IMD,C,R,1,1,0,Rechnungstyp
0070,00015,FTX,C,D,99,1,1,Meldeinformationen
0090,00016,GEI,C,D,10,10,1,Spezifikation der Sonderrechnung
0120,,SG1,C,R,99999,1,1,Prüfidentifikator
0130,00017,RFF,M,M,1,1,1,Prüfidentifikator
0120,,SG1,C,D,99999,1,1,Referenz auf Ursprungsrechnungsnummer
0130,00018,RFF,M,M,1,1,1,Referenz auf Ursprungsrechnungsnummer
0140,00019,DTM,C,R,5,1,2,Referenzdatum
0120,,SG1,C,D,99999,1,1,Referenz auf Nummer des zugehörigen Dokuments
0130,00020,RFF,M,M,1,1,1,Referenz auf Nummer des zugehörigen Dokuments
0120,,SG1,C,D,99999,1,1,Preise des Netzbetreibers
0130,00021,RFF,M,M,1,1,1,Preise des Netzbetreibers
0220,,SG2,C,R,99,1,1,Absender
0230,00022,NAD,M,M,1,1,1,Name und Anschrift des Nachrichtensenders
0270,,SG3,C,R,9999,1,2,"Steuernummer, Umsatzsteuernummer"
0280,00023,RFF,M,M,1,1,2,"Steuernummer, Umsatzsteuernummer"
0330,,SG5,C,O,5,1,2,Ansprechpartner
0340,00024,CTA,M,M,1,1,2,Ansprechpartner
0350,00025,COM,C,R,5,5,3,Kommunikationsverbindung
0220,,SG2,C,R,99,1,1,Empfänger
0230,00026,NAD,M,M,1,1,1,Name und Anschrift des Nachrichtenempfängers
0270,,SG3,C,D,9999,1,2,"Steuernummer, Umsatzsteuernummer"
0280,00027,RFF,M,M,1,1,2,"Steuernummer, Umsatzsteuernummer"
0220,,SG2,C,D,99,1,1,Lieferanschrift
0230,00028,NAD,M,M,1,1,1,Adresse der Leistungserbringung
0240,00029,LOC,C,R,25,1,2,Meldepunkt
0220,,SG2,C,D,99,1,1,Netzbetreiberkonto
0230,00030,NAD,M,M,1,1,1,Netzbetreiberkontonummer
0400,,SG7,C,R,99,1,1,Währung
0410,00031,CUX,M,M,1,1,1,Währungsangaben
0430,,SG8,C,R,10,1,1,Fälligkeitsdatum
0440,00032,PYT,M,M,1,1,1,Zahlungsbedingungen
0450,00033,DTM,C,R,5,1,2,Fälligkeitsdatum
1090,,SG26,C,D,9999999,9999999,1,Rechnungspositionen
1100,00034,LIN,M,M,1,1,1,Positionsdaten
1150,00035,QTY,C,D,5,1,2,energetische Mengenangaben
1150,00036,QTY,C,D,5,1,2,zeitliche Mengenangaben
1150,00037,QTY,C,D,5,1,2,Korrekturfaktor
1180,00038,DTM,C,D,35,1,2,Positionsbezogener Abrechnungszeitraum Beginn
